FIPS,Sex,Race/ethnicity,Age,2020,2021,2022,2023,2024,2025
6000,FEMALE,WHITE NH,0,56360,63314,63462,59878,63394,62889
6000,FEMALE,WHITE NH,1,54277,56230,63180,63304,59578,63088
6000,FEMALE,WHITE NH,2,54357,54636,56925,63925,64054,59525
6000,FEMALE,WHITE NH,3,55488,54201,55021,57248,64432,64149
6000,FEMALE,WHITE NH,4,56853,55509,54185,54971,57611,64558
6000,FEMALE,WHITE NH,5,57535,56930,55654,54354,54880,57497
6000,FEMALE,WHITE NH,6,57690,57822,57022,55591,54417,55245
6000,FEMALE,WHITE NH,7,57420,57986,58185,57068,55846,54455
6000,FEMALE,WHITE NH,8,56894,57514,58074,58135,57057,56077
6000,FEMALE,WHITE NH,9,56955,56870,57418,57851,58196,56941
6000,FEMALE,WHITE NH,10,57674,57335,56657,57193,58054,58160
6000,FEMALE,WHITE NH,11,58522,57676,57458,56363,57081,57881
6000,FEMALE,WHITE NH,12,61235,58393,57701,57493,56388,56840
6000,FEMALE,WHITE NH,13,62001,61051,58040,58234,57611,56660
6000,FEMALE,WHITE NH,14,62244,62104,61096,57964,58273,57489
6000,FEMALE,WHITE NH,15,62204,61910,61895,61170,57866,58052
6000,FEMALE,WHITE NH,16,63161,61886,61815,61985,61013,57831
6000,FEMALE,WHITE NH,17,63444,63603,62153,62172,62339,61173
6000,FEMALE,WHITE NH,18,68332,77629,78947,78706,77637,77229
6000,FEMALE,WHITE NH,19,64647,74247,84947,86798,87213,86001
6000,FEMALE,WHITE NH,20,64625,63366,71932,82702,84521,84527
6000,FEMALE,WHITE NH,21,64498,61629,61996,68894,79597,81639
6000,FEMALE,WHITE NH,22,66509,61698,59088,58430,65396,77166
6000,FEMALE,WHITE NH,23,69816,64898,59338,56271,56021,63393
6000,FEMALE,WHITE NH,24,72268,69491,64175,56822,53603,53790
6000,FEMALE,WHITE NH,25,77751,71506,68488,64186,56075,53095
6000,FEMALE,WHITE NH,26,81793,76085,67821,64579,61121,53606
6000,FEMALE,WHITE NH,27,83098,83235,76216,69025,65771,61371
6000,FEMALE,WHITE NH,28,89628,83682,83742,76745,69812,65873
6000,FEMALE,WHITE NH,29,95260,90263,84339,85278,78367,70801
6000,FEMALE,WHITE NH,30,98178,95510,91435,85564,86363,79378
6000,FEMALE,WHITE NH,31,97113,99583,96155,92918,86923,88034
6000,FEMALE,WHITE NH,32,96020,98193,99195,96950,93677,88005
6000,FEMALE,WHITE NH,33,92761,96592,98799,100538,97533,94320
6000,FEMALE,WHITE NH,34,92953,93047,96727,99298,101531,98403
6000,FEMALE,WHITE NH,35,91966,93158,93057,97109,99852,102017
6000,FEMALE,WHITE NH,36,91217,92996,93894,93880,98176,100459
6000,FEMALE,WHITE NH,37,90685,92913,93491,94613,94371,98793
6000,FEMALE,WHITE NH,38,88752,90723,93152,93775,95108,94793
6000,FEMALE,WHITE NH,39,87542,88523,90332,94069,93985,95052
6000,FEMALE,WHITE NH,40,86611,88451,88965,91519,94296,94036
6000,FEMALE,WHITE NH,41,82575,87520,89134,90128,91737,94566
6000,FEMALE,WHITE NH,42,80283,82896,87806,88996,89872,92052
6000,FEMALE,WHITE NH,43,78574,79843,82679,87912,88732,89978
6000,FEMALE,WHITE NH,44,76336,78194,80365,83628,88070,89098
6000,FEMALE,WHITE NH,45,77766,75873,78117,81100,83759,88012
6000,FEMALE,WHITE NH,46,76348,77400,76040,78799,81759,84367
6000,FEMALE,WHITE NH,47,77729,76643,77322,76006,79042,81865
6000,FEMALE,WHITE NH,48,82358,77781,77202,77775,75877,79326
6000,FEMALE,WHITE NH,49,92753,83531,78707,77749,78049,75571
6000,FEMALE,WHITE NH,50,94872,92265,83490,78916,78555,78767
6000,FEMALE,WHITE NH,51,93146,93963,92361,84072,79492,78338
6000,FEMALE,WHITE NH,52,90738,93209,94195,92739,84072,79658
6000,FEMALE,WHITE NH,53,92268,90898,93057,94544,92575,83889
6000,FEMALE,WHITE NH,54,94537,91775,90899,92823,94502,92678
6000,FEMALE,WHITE NH,55,99738,94197,91537,91263,92785,94925
6000,FEMALE,WHITE NH,56,104748,99749,93715,91452,90861,92750
6000,FEMALE,WHITE NH,57,107472,105582,99778,92981,91134,91135
6000,FEMALE,WHITE NH,58,110468,106934,104777,99289,92970,90705
6000,FEMALE,WHITE NH,59,111940,109728,106183,104359,98730,92390
6000,FEMALE,WHITE NH,60,111684,111072,109530,105797,104094,98827
6000,FEMALE,WHITE NH,61,109559,111335,111196,109338,105566,103484
6000,FEMALE,WHITE NH,62,109948,108866,110476,110890,109105,105145
6000,FEMALE,WHITE NH,63,108128,108891,107173,109184,109926,107950
6000,FEMALE,WHITE NH,64,106671,106715,107946,105985,108138,108871
6000,FEMALE,WHITE NH,65,105321,105490,105718,107264,105695,107655
6000,FEMALE,WHITE NH,66,103135,103887,104484,104789,106107,104585
6000,FEMALE,WHITE NH,67,101175,101427,102615,103453,103943,105160
6000,FEMALE,WHITE NH,68,98189,99534,100208,101153,102030,102457
6000,FEMALE,WHITE NH,69,93358,96334,98271,98722,100041,100759
6000,FEMALE,WHITE NH,70,91177,91899,95090,97035,97481,98574
6000,FEMALE,WHITE NH,71,89966,90141,90586,93724,95494,96340
6000,FEMALE,WHITE NH,72,91656,88336,88648,89346,92070,94256
6000,FEMALE,WHITE NH,73,93170,89541,86488,86870,87379,90519
6000,FEMALE,WHITE NH,74,73901,90509,87102,84509,85239,85788
6000,FEMALE,WHITE NH,75,67577,73200,89054,86375,84087,84981
6000,FEMALE,WHITE NH,76,66589,66424,71743,87465,84532,82436
6000,FEMALE,WHITE NH,77,65595,64910,65123,69936,85428,82606
6000,FEMALE,WHITE NH,78,57500,63496,62985,63053,67988,83367
6000,FEMALE,WHITE NH,79,51385,55381,61417,61106,61548,66353
6000,FEMALE,WHITE NH,80,46946,49877,53842,59762,60093,60460
6000,FEMALE,WHITE NH,81,44581,45112,48077,51748,57405,57748
6000,FEMALE,WHITE NH,82,41340,42319,42777,45637,49302,54634
6000,FEMALE,WHITE NH,83,37498,38877,40054,40583,43622,47216
6000,FEMALE,WHITE NH,84,34810,34983,36387,37666,38568,41564
6000,FEMALE,WHITE NH,85,32151,33051,33245,34445,36461,37348
6000,FEMALE,WHITE NH,86,28443,29913,30954,30959,31876,33611
6000,FEMALE,WHITE NH,87,26279,25945,27352,28301,28406,29049
6000,FEMALE,WHITE NH,88,24042,23418,23280,24636,25783,25743
6000,FEMALE,WHITE NH,89,22641,21448,20981,20876,22990,23937
6000,FEMALE,WHITE NH,90,20453,20333,19251,18766,19414,21050
6000,FEMALE,WHITE NH,91,17455,17386,17458,16276,15659,16358
6000,FEMALE,WHITE NH,92,15510,14427,14370,14424,13597,13084
6000,FEMALE,WHITE NH,93,13205,12213,11427,11290,11964,11210
6000,FEMALE,WHITE NH,94,11101,10160,9405,8583,9103,9871
6000,FEMALE,WHITE NH,95,9267,8360,7536,6882,7034,7405
6000,FEMALE,WHITE NH,96,7191,6508,5743,4953,4891,5024
6000,FEMALE,WHITE NH,97,5288,4877,4316,3411,3499,3511
6000,FEMALE,WHITE NH,98,3885,3344,2654,1767,2484,2586
6000,FEMALE,WHITE NH,99,2790,2223,1622,906,1241,1806
6000,FEMALE,WHITE NH,100,1784,1062,483,382,663,909
6000,FEMALE,WHITE NH,101,1174,245,180,133,324,462
6000,FEMALE,WHITE NH,102,668,997,138,121,87,205
6000,FEMALE,WHITE NH,103,328,633,878,70,42,30
6000,FEMALE,WHITE NH,104,196,300,566,679,43,23
6000,FEMALE,WHITE NH,105,137,172,250,448,396,12
6000,FEMALE,WHITE NH,106,99,132,168,242,212,189
6000,FEMALE,WHITE NH,107,39,93,127,158,116,92
6000,FEMALE,WHITE NH,108,20,33,87,120,64,38
6000,FEMALE,WHITE NH,109,11,24,37,88,58,28
6000,FEMALE,WHITE NH,110,59,63,80,108,66,50
6000,FEMALE,BLACK NH,0,11226,11152,10856,10023,12633,12588
6000,FEMALE,BLACK NH,1,10587,11153,11081,10784,9965,12558
6000,FEMALE,BLACK NH,2,10894,10516,11106,11075,10685,9890
6000,FEMALE,BLACK NH,3,10950,10752,10707,11373,11281,10757
6000,FEMALE,BLACK NH,4,11179,10842,10719,10813,11501,11315
6000,FEMALE,BLACK NH,5,11386,11184,10872,10831,10958,11638
6000,FEMALE,BLACK NH,6,11712,11582,11206,11140,11071,11392
6000,FEMALE,BLACK NH,7,11909,11868,11980,11377,11375,11096
6000,FEMALE,BLACK NH,8,12018,11726,11815,11958,11293,11279
6000,FEMALE,BLACK NH,9,12296,12164,11993,11967,12069,11405
6000,FEMALE,BLACK NH,10,12297,12390,12234,11993,12020,12035
6000,FEMALE,BLACK NH,11,12601,12266,12679,12357,12235,12104
6000,FEMALE,BLACK NH,12,13001,12621,12159,12560,12139,12289
6000,FEMALE,BLACK NH,13,13219,13095,12761,12099,12486,12187
6000,FEMALE,BLACK NH,14,12642,13085,13074,12673,12012,12389
6000,FEMALE,BLACK NH,15,12341,12567,13042,13200,12713,11945
6000,FEMALE,BLACK NH,16,13035,12757,13079,13282,13490,12869
6000,FEMALE,BLACK NH,17,12359,13216,12872,13105,13374,13565
6000,FEMALE,BLACK NH,18,13253,14646,15639,15377,15613,15843
6000,FEMALE,BLACK NH,19,12999,14069,15513,16747,16384,16785
6000,FEMALE,BLACK NH,20,13250,12981,14099,15508,16756,16362
6000,FEMALE,BLACK NH,21,13437,12886,12713,13777,15023,16158
6000,FEMALE,BLACK NH,22,13676,12973,12003,11946,12941,14104
6000,FEMALE,BLACK NH,23,14728,13618,12976,11956,12010,13180
6000,FEMALE,BLACK NH,24,15043,14684,13375,12582,11619,11662
6000,FEMALE,BLACK NH,25,16419,14984,14384,13184,12173,11073
6000,FEMALE,BLACK NH,26,16954,15986,14818,13694,12901,11889
6000,FEMALE,BLACK NH,27,17561,17011,16141,15156,14073,13054
6000,FEMALE,BLACK NH,28,18332,17804,17382,16273,15684,14271
6000,FEMALE,BLACK NH,29,19117,18146,17859,17215,15985,15757
6000,FEMALE,BLACK NH,30,19207,19426,18478,17852,17313,16013
6000,FEMALE,BLACK NH,31,18519,19165,19531,18540,17876,17346
6000,FEMALE,BLACK NH,32,17315,18395,19317,19552,18474,17919
6000,FEMALE,BLACK NH,33,16609,17672,18727,19522,19939,19006
6000,FEMALE,BLACK NH,34,16153,16506,17556,18811,19513,19947
6000,FEMALE,BLACK NH,35,16215,16340,16539,17967,18972,19525
6000,FEMALE,BLACK NH,36,15160,16391,16393,16679,18634,19204
6000,FEMALE,BLACK NH,37,14545,15369,16545,16633,16725,18898
6000,FEMALE,BLACK NH,38,14617,14570,15330,16600,16671,16735
6000,FEMALE,BLACK NH,39,14263,14521,14484,15384,16549,16689
6000,FEMALE,BLACK NH,40,14811,14108,14553,14574,15567,16657
6000,FEMALE,BLACK NH,41,14587,14744,14147,14491,14438,15445
6000,FEMALE,BLACK NH,42,14031,14823,15176,14616,14621,14860
6000,FEMALE,BLACK NH,43,13551,14109,14829,15355,14790,14764
6000,FEMALE,BLACK NH,44,13452,13437,14160,14839,15515,14982
6000,FEMALE,BLACK NH,45,13249,13529,13393,14068,14721,15713
6000,FEMALE,BLACK NH,46,12956,13411,13628,13382,14196,14871
6000,FEMALE,BLACK NH,47,12958,12900,13227,13783,13416,14099
6000,FEMALE,BLACK NH,48,13919,12820,12735,13268,13753,13297
6000,FEMALE,BLACK NH,49,15006,13998,12761,12682,13297,13953
6000,FEMALE,BLACK NH,50,15454,14948,14098,12874,12674,13374
6000,FEMALE,BLACK NH,51,14686,15181,14677,14015,12748,12545
6000,FEMALE,BLACK NH,52,14633,14466,15036,14982,14433,12978
6000,FEMALE,BLACK NH,53,15409,14931,14723,15395,15640,14581
6000,FEMALE,BLACK NH,54,15334,15330,14852,14770,15212,15518
6000,FEMALE,BLACK NH,55,15838,15358,15340,14913,14756,15257
6000,FEMALE,BLACK NH,56,16296,15672,15186,15284,14907,14660
6000,FEMALE,BLACK NH,57,16004,16392,15764,15257,15253,14954
6000,FEMALE,BLACK NH,58,16134,15969,16106,15875,15445,15110
6000,FEMALE,BLACK NH,59,16016,15880,15609,15900,15831,15284
6000,FEMALE,BLACK NH,60,15955,16050,15967,15754,15809,15682
6000,FEMALE,BLACK NH,61,15322,15826,15995,15768,15637,15582
6000,FEMALE,BLACK NH,62,14717,15250,15741,15963,15945,15676
6000,FEMALE,BLACK NH,63,14639,14466,14909,15528,15876,15830
6000,FEMALE,BLACK NH,64,13553,14292,14155,14657,15501,15704
6000,FEMALE,BLACK NH,65,13111,13141,14036,14306,14524,15721
6000,FEMALE,BLACK NH,66,12066,12843,12848,13739,14067,14366
6000,FEMALE,BLACK NH,67,11459,11726,12685,12671,13803,13841
6000,FEMALE,BLACK NH,68,11220,11409,11502,12393,12782,13850
6000,FEMALE,BLACK NH,69,10510,11298,11517,11368,12412,12928
6000,FEMALE,BLACK NH,70,10519,10512,11340,11525,11498,12489
6000,FEMALE,BLACK NH,71,9913,10343,10395,11136,11355,11429
6000,FEMALE,BLACK NH,72,9164,9512,10111,10129,10914,11232
6000,FEMALE,BLACK NH,73,8625,8838,9348,9976,10085,10851
6000,FEMALE,BLACK NH,74,7020,8398,8487,9030,9815,9948
6000,FEMALE,BLACK NH,75,6767,6774,8221,8216,9013,9771
6000,FEMALE,BLACK NH,76,6555,6575,6592,7976,8066,8798
6000,FEMALE,BLACK NH,77,6102,6356,6376,6393,7809,7875
6000,FEMALE,BLACK NH,78,5701,5799,6118,6135,6212,7640
6000,FEMALE,BLACK NH,79,5203,5460,5561,5953,5989,6108
6000,FEMALE,BLACK NH,80,4944,4983,5265,5385,5878,5897
6000,FEMALE,BLACK NH,81,4525,4722,4765,5023,5178,5649
6000,FEMALE,BLACK NH,82,4206,4203,4383,4441,4746,4896
6000,FEMALE,BLACK NH,83,3807,3917,3953,4123,4295,4573
6000,FEMALE,BLACK NH,84,3539,3543,3669,3741,3958,4134
6000,FEMALE,BLACK NH,85,3229,3243,3286,3445,3597,3786
6000,FEMALE,BLACK NH,86,2737,3025,3062,3084,3280,3369
6000,FEMALE,BLACK NH,87,2501,2457,2752,2765,2854,2949
6000,FEMALE,BLACK NH,88,2043,2220,2213,2452,2536,2624
6000,FEMALE,BLACK NH,89,1825,1831,2000,1979,2317,2324
6000,FEMALE,BLACK NH,90,1751,1643,1626,1799,1848,2113
6000,FEMALE,BLACK NH,91,1390,1469,1355,1358,1509,1563
6000,FEMALE,BLACK NH,92,1165,1121,1230,1115,1110,1233
6000,FEMALE,BLACK NH,93,977,947,897,1029,940,941
6000,FEMALE,BLACK NH,94,818,721,748,682,853,794
6000,FEMALE,BLACK NH,95,714,659,590,609,576,730
6000,FEMALE,BLACK NH,96,579,525,477,426,433,438
6000,FEMALE,BLACK NH,97,442,421,384,355,305,323
6000,FEMALE,BLACK NH,98,329,267,266,230,226,226
6000,FEMALE,BLACK NH,99,251,222,181,163,162,178
6000,FEMALE,BLACK NH,100,177,113,100,55,117,108
6000,FEMALE,BLACK NH,101,136,50,47,16,37,82
6000,FEMALE,BLACK NH,102,59,106,26,25,8,22
6000,FEMALE,BLACK NH,103,34,56,98,21,12,3
6000,FEMALE,BLACK NH,104,21,34,55,93,14,6
6000,FEMALE,BLACK NH,105,20,21,33,54,53,7
6000,FEMALE,BLACK NH,106,10,14,15,27,24,19
6000,FEMALE,BLACK NH,107,7,10,14,15,14,10
6000,FEMALE,BLACK NH,108,5,6,9,12,7,8
6000,FEMALE,BLACK NH,109,2,5,6,9,7,3
6000,FEMALE,BLACK NH,110,5,7,12,18,8,8
6000,FEMALE,AIAN NH,0,694,766,811,752,996,975
6000,FEMALE,AIAN NH,1,720,697,766,814,753,996
6000,FEMALE,AIAN NH,2,763,713,688,764,813,747
6000,FEMALE,AIAN NH,3,808,796,724,693,766,812
6000,FEMALE,AIAN NH,4,815,808,797,719,696,766
6000,FEMALE,AIAN NH,5,851,814,807,797,717,695
6000,FEMALE,AIAN NH,6,816,864,832,811,800,714
6000,FEMALE,AIAN NH,7,790,816,875,838,817,816
6000,FEMALE,AIAN NH,8,826,788,819,875,836,817
6000,FEMALE,AIAN NH,9,798,826,782,812,867,868
6000,FEMALE,AIAN NH,10,820,795,822,779,807,862
6000,FEMALE,AIAN NH,11,876,813,803,832,783,809
6000,FEMALE,AIAN NH,12,868,881,818,812,833,797
6000,FEMALE,AIAN NH,13,896,861,874,808,802,827
6000,FEMALE,AIAN NH,14,909,894,860,875,805,802
6000,FEMALE,AIAN NH,15,929,910,895,859,877,808
6000,FEMALE,AIAN NH,16,915,924,904,894,859,877
6000,FEMALE,AIAN NH,17,902,930,932,917,915,877
6000,FEMALE,AIAN NH,18,890,1013,1046,1057,1044,1045
6000,FEMALE,AIAN NH,19,951,928,1101,1092,1128,1063
6000,FEMALE,AIAN NH,20,902,937,913,1082,1119,1092
6000,FEMALE,AIAN NH,21,1010,882,919,902,1084,1115
6000,FEMALE,AIAN NH,22,1054,994,926,900,886,1055
6000,FEMALE,AIAN NH,23,1027,1067,998,933,894,888
6000,FEMALE,AIAN NH,24,1032,1023,1068,994,930,877
6000,FEMALE,AIAN NH,25,1039,1101,1089,1101,1075,967
6000,FEMALE,AIAN NH,26,1101,1029,1062,1082,1086,1059
6000,FEMALE,AIAN NH,27,1119,1095,1022,1059,1060,1059
6000,FEMALE,AIAN NH,28,1173,1132,1125,1040,1073,1066
6000,FEMALE,AIAN NH,29,1176,1171,1134,1120,1056,1081
6000,FEMALE,AIAN NH,30,1152,1176,1166,1140,1103,1036
6000,FEMALE,AIAN NH,31,1098,1165,1222,1180,1149,1133
6000,FEMALE,AIAN NH,32,1092,1110,1170,1250,1189,1171
6000,FEMALE,AIAN NH,33,1055,1077,1155,1230,1250,1260
6000,FEMALE,AIAN NH,34,1016,1057,1082,1170,1243,1272
6000,FEMALE,AIAN NH,35,1123,1014,1045,1047,1148,1205
6000,FEMALE,AIAN NH,36,1014,1172,1027,1061,1183,1249
6000,FEMALE,AIAN NH,37,1011,999,1171,1023,1081,1211
6000,FEMALE,AIAN NH,38,961,1012,1020,1178,1050,1091
6000,FEMALE,AIAN NH,39,1008,931,990,999,1156,1030
6000,FEMALE,AIAN NH,40,916,1003,928,997,994,1167
6000,FEMALE,AIAN NH,41,1066,950,998,965,1004,1041
6000,FEMALE,AIAN NH,42,961,1052,946,988,952,987
6000,FEMALE,AIAN NH,43,980,976,1042,944,992,951
6000,FEMALE,AIAN NH,44,874,957,982,1042,942,978
6000,FEMALE,AIAN NH,45,924,871,973,986,1055,953
6000,FEMALE,AIAN NH,46,874,905,854,960,969,1035
6000,FEMALE,AIAN NH,47,842,881,891,849,953,967
6000,FEMALE,AIAN NH,48,973,849,881,897,859,955
6000,FEMALE,AIAN NH,49,1003,958,839,880,899,856
6000,FEMALE,AIAN NH,50,1059,983,943,829,877,898
6000,FEMALE,AIAN NH,51,1051,1072,992,971,840,890
6000,FEMALE,AIAN NH,52,1007,1011,1067,992,955,830
6000,FEMALE,AIAN NH,53,1034,991,993,1053,1049,947
6000,FEMALE,AIAN NH,54,1036,1012,966,967,1037,1032
6000,FEMALE,AIAN NH,55,1042,1031,1006,977,966,1041
6000,FEMALE,AIAN NH,56,1146,1060,1065,1038,1008,1010
6000,FEMALE,AIAN NH,57,1221,1133,1048,1044,1037,1008
6000,FEMALE,AIAN NH,58,1196,1219,1106,1043,1043,1028
6000,FEMALE,AIAN NH,59,1247,1185,1210,1113,1048,1049
6000,FEMALE,AIAN NH,60,1220,1204,1144,1184,1107,1037
6000,FEMALE,AIAN NH,61,1159,1223,1201,1173,1197,1136
6000,FEMALE,AIAN NH,62,1244,1168,1221,1179,1200,1186
6000,FEMALE,AIAN NH,63,1141,1273,1197,1295,1199,1227
6000,FEMALE,AIAN NH,64,1072,1116,1273,1192,1288,1210
6000,FEMALE,AIAN NH,65,1074,1046,1088,1254,1186,1282
6000,FEMALE,AIAN NH,66,1031,1037,1053,1097,1266,1147
6000,FEMALE,AIAN NH,67,969,1045,1027,1087,1146,1244
6000,FEMALE,AIAN NH,68,871,940,1017,1014,1057,1152
6000,FEMALE,AIAN NH,69,825,866,955,1046,1049,1083
6000,FEMALE,AIAN NH,70,838,802,842,943,1029,1038
6000,FEMALE,AIAN NH,71,774,858,787,837,928,1015
6000,FEMALE,AIAN NH,72,779,754,840,771,821,914
6000,FEMALE,AIAN NH,73,728,754,728,824,746,791
6000,FEMALE,AIAN NH,74,588,702,727,703,807,727
6000,FEMALE,AIAN NH,75,571,624,707,713,732,835
6000,FEMALE,AIAN NH,76,503,562,612,684,701,710
6000,FEMALE,AIAN NH,77,452,476,550,595,665,689
6000,FEMALE,AIAN NH,78,420,432,454,539,568,646
6000,FEMALE,AIAN NH,79,396,420,424,449,530,564
6000,FEMALE,AIAN NH,80,351,379,403,404,466,506
6000,FEMALE,AIAN NH,81,290,326,355,390,387,443
6000,FEMALE,AIAN NH,82,293,266,293,335,366,352
6000,FEMALE,AIAN NH,83,254,279,253,282,332,353
6000,FEMALE,AIAN NH,84,219,227,261,233,269,311
6000,FEMALE,AIAN NH,85,203,201,214,244,228,257
6000,FEMALE,AIAN NH,86,174,186,183,187,224,210
6000,FEMALE,AIAN NH,87,164,153,171,172,169,212
6000,FEMALE,AIAN NH,88,129,138,138,149,150,142
6000,FEMALE,AIAN NH,89,109,190,132,130,138,164
6000,FEMALE,AIAN NH,90,93,97,174,124,113,123
6000,FEMALE,AIAN NH,91,96,81,91,166,106,99
6000,FEMALE,AIAN NH,92,80,89,75,75,144,87
6000,FEMALE,AIAN NH,93,69,64,79,62,61,122
6000,FEMALE,AIAN NH,94,72,50,49,69,50,50
6000,FEMALE,AIAN NH,95,51,58,40,42,54,43
6000,FEMALE,AIAN NH,96,28,47,49,33,30,37
6000,FEMALE,AIAN NH,97,28,24,42,36,21,22
6000,FEMALE,AIAN NH,98,13,22,17,25,22,19
6000,FEMALE,AIAN NH,99,22,10,15,9,22,15
6000,FEMALE,AIAN NH,100,11,22,7,11,5,16
6000,FEMALE,AIAN NH,101,2,9,16,6,6,4
6000,FEMALE,AIAN NH,102,1,2,8,10,4,6
6000,FEMALE,AIAN NH,103,0,1,2,4,6,4
6000,FEMALE,AIAN NH,104,0,0,1,1,3,3
6000,FEMALE,AIAN NH,105,2,0,0,1,1,2
6000,FEMALE,AIAN NH,106,1,2,0,0,0,0
6000,FEMALE,AIAN NH,107,0,1,2,0,0,0
6000,FEMALE,AIAN NH,108,0,0,1,2,0,0
6000,FEMALE,AIAN NH,109,0,0,0,1,2,0
6000,FEMALE,AIAN NH,110,0,0,0,0,1,1
6000,FEMALE,ASIAN NH,0,26494,23448,23898,22702,25389,24811
6000,FEMALE,ASIAN NH,1,28784,26448,23412,23851,22619,25296
6000,FEMALE,ASIAN NH,2,30717,28711,26583,23594,23986,22803
6000,FEMALE,ASIAN NH,3,32986,30684,28946,26792,23692,24058
6000,FEMALE,ASIAN NH,4,32231,32856,30651,29213,27087,23663
6000,FEMALE,ASIAN NH,5,33921,32155,32974,30867,29388,27371
6000,FEMALE,ASIAN NH,6,32634,34566,32483,33288,31284,29691
6000,FEMALE,ASIAN NH,7,32894,32748,34603,32874,33645,31719
6000,FEMALE,ASIAN NH,8,31280,32807,32878,34988,33080,34151
6000,FEMALE,ASIAN NH,9,29621,31442,32979,32908,35170,32963
6000,FEMALE,ASIAN NH,10,29522,29531,31474,32891,33036,35434
6000,FEMALE,ASIAN NH,11,30873,29555,29643,31524,33126,33153
6000,FEMALE,ASIAN NH,12,31309,30969,29628,29804,31756,33255
6000,FEMALE,ASIAN NH,13,31484,31243,31022,29526,29813,31859
6000,FEMALE,ASIAN NH,14,30588,31312,31384,31057,29775,29920
6000,FEMALE,ASIAN NH,15,31801,30739,31420,31454,31266,29962
6000,FEMALE,ASIAN NH,16,32057,31732,30937,31757,31542,31345
6000,FEMALE,ASIAN NH,17,31953,32385,32408,31340,32506,32253
6000,FEMALE,ASIAN NH,18,34855,41006,42357,43553,42367,43024
6000,FEMALE,ASIAN NH,19,33977,37680,45502,47452,49070,46904
6000,FEMALE,ASIAN NH,20,31167,31446,35660,43457,45162,47363
6000,FEMALE,ASIAN NH,21,30540,29071,29728,33750,42170,43520
6000,FEMALE,ASIAN NH,22,32106,28782,27539,27996,32029,41007
6000,FEMALE,ASIAN NH,23,34802,31471,28457,26738,27981,31967
6000,FEMALE,ASIAN NH,24,36952,33821,30426,27753,25839,27224
6000,FEMALE,ASIAN NH,25,39742,36824,33399,29933,27354,25224
6000,FEMALE,ASIAN NH,26,42944,37669,34980,30528,27870,25899
6000,FEMALE,ASIAN NH,27,45390,42495,37055,34668,30444,28070
6000,FEMALE,ASIAN NH,28,48534,45552,42658,38108,34987,31544
6000,FEMALE,ASIAN NH,29,53013,48464,46036,42951,38092,35584
6000,FEMALE,ASIAN NH,30,55243,53219,48559,46794,42920,38663
6000,FEMALE,ASIAN NH,31,56650,55351,53141,48861,47818,43909
6000,FEMALE,ASIAN NH,32,53744,56301,55838,54246,49268,48211
6000,FEMALE,ASIAN NH,33,52080,53825,56543,56737,54718,50029
6000,FEMALE,ASIAN NH,34,51945,52089,54229,56826,57356,55494
6000,FEMALE,ASIAN NH,35,52353,51908,52192,54633,57112,57600
6000,FEMALE,ASIAN NH,36,53515,52428,52144,52613,54883,57718
6000,FEMALE,ASIAN NH,37,53644,53455,52626,52493,53070,54744
6000,FEMALE,ASIAN NH,38,52969,53232,53608,53110,52762,53281
6000,FEMALE,ASIAN NH,39,51443,52824,53777,54212,53337,53361
6000,FEMALE,ASIAN NH,40,49922,51420,52882,54303,54582,53469
6000,FEMALE,ASIAN NH,41,48717,50366,51517,53491,54627,54721
6000,FEMALE,ASIAN NH,42,47560,48613,50460,51776,53610,54871
6000,FEMALE,ASIAN NH,43,47852,47360,48582,50659,52067,53993
6000,FEMALE,ASIAN NH,44,48334,47534,47542,49055,50704,52343
6000,FEMALE,ASIAN NH,45,48940,47957,47364,47784,49089,50765
6000,FEMALE,ASIAN NH,46,49083,49060,48010,47652,47852,49164
6000,FEMALE,ASIAN NH,47,49783,48719,48986,48335,47734,47775
6000,FEMALE,ASIAN NH,48,49443,49497,48833,49350,48563,47965
6000,FEMALE,ASIAN NH,49,49111,49618,49793,49103,49816,48876
6000,FEMALE,ASIAN NH,50,47680,48690,49392,49927,48835,49606
6000,FEMALE,ASIAN NH,51,46355,47341,48709,49466,50030,48969
6000,FEMALE,ASIAN NH,52,44477,46451,47416,49080,49490,50114
6000,FEMALE,ASIAN NH,53,42551,44188,46561,47747,49373,49761
6000,FEMALE,ASIAN NH,54,42999,42719,44259,46617,47532,49142
6000,FEMALE,ASIAN NH,55,43305,42874,42638,44791,46974,47926
6000,FEMALE,ASIAN NH,56,43716,43204,42802,42565,44722,46732
6000,FEMALE,ASIAN NH,57,43997,43334,43265,42910,42470,44638
6000,FEMALE,ASIAN NH,58,41887,43864,43200,43235,42896,42386
6000,FEMALE,ASIAN NH,59,42602,41904,43907,43251,43309,43202
6000,FEMALE,ASIAN NH,60,41962,42235,41853,44131,43411,43128
6000,FEMALE,ASIAN NH,61,41513,41722,42357,42155,44417,43479
6000,FEMALE,ASIAN NH,62,40700,41290,41473,42071,42083,44375
6000,FEMALE,ASIAN NH,63,39967,40394,41277,41605,41962,42038
6000,FEMALE,ASIAN NH,64,39541,39693,40252,41100,41561,42006
6000,FEMALE,ASIAN NH,65,39093,39076,39658,39968,40802,41305
6000,FEMALE,ASIAN NH,66,37465,38462,39079,39583,39693,40765
6000,FEMALE,ASIAN NH,67,36190,37023,38255,38887,39279,39580
6000,FEMALE,ASIAN NH,68,34202,36114,36925,38197,38850,39078
6000,FEMALE,ASIAN NH,69,33194,33794,35693,36666,37879,38455
